userId,tripId,label,tag_overlap_count,tag_overlap_weighted,travel_style_match,budget_similarity,recent_dest_weight,favorite_dest_match,trip_likes_count,trip_saved_count,creator_followed,social_lift,content_score,recency_days,user_avgBudget,user_travelStyle,trip_destination,trip_travelStyle,trip_budget
6899f5622b57feba9b99151d,6898fabaa24cb89d8c6822f3,0,0,0.0,0,0.0,0.0,0,19,11,0,0,0.0,,,Adventure,Doha,,1200
689a1b489917c7d48bc33b36,6898bae8f412f908a00ad238,0,0,0.0,0,0.0,0.0,0,15,5,0,0,0.0,,,Luxury,Dubai,,2500
689a1e839917c7d48bc33b89,689905cd0ee5b7265a8cf9c6,0,0,0.0,0,0.0,0.0,0,21,14,0,0,0.0,,,Adventure,Dubai,,3500
6899f5622b57feba9b99151d,6898f974a24cb89d8c682276,0,0,0.0,0,0.0,0.0,0,24,5,0,0,0.0,,,Adventure,Maui,,1200
6899fa2f2b57feba9b991576,6898feeda24cb89d8c682490,0,0,0.0,0,0.0,0.0,0,52,16,0,0,0.0,,,foodie,Paris,,1200
6899fe0f2b57feba9b9915c9,6898fd98a24cb89d8c682415,0,0,0.0,0,0.0,0.0,0,25,14,0,0,0.0,,,foodie,Madrid,,1200
6899fe0f2b57feba9b9915c9,689909910ee5b7265a8cfb42,0,0,0.0,0,0.0,0.0,0,27,20,0,0,0.0,,,foodie,Marrakech,,1500
689a17919917c7d48bc33add,6898f39ea24cb89d8c68203b,0,0,0.0,0,0.0,0.0,0,16,7,0,0,0.0,,,Culture,Ha Long Bay,,2000
689a05f72b57feba9b99166f,6898c148f412f908a00ad323,0,0,0.0,0,0.0,0.0,0,24,6,0,0,0.0,,,Culture,Northern Norway,,2000
689a17919917c7d48bc33add,6898fc9fa24cb89d8c6823b5,0,0,0.0,0,0.0,0.0,0,40,22,0,0,0.0,,,Culture,Mykonos,,2500
6899fe0f2b57feba9b9915c9,689909e40ee5b7265a8cfb61,0,0,0.0,0,0.0,0.0,0,22,13,0,0,0.0,,,foodie,Hallstatt,,2500
689a09012b57feba9b9916ae,6898bce5f412f908a00ad282,0,0,0.0,0,0.0,0.0,0,32,11,0,0,0.0,,,foodie,Ibiza,,1500
6899fe0f2b57feba9b9915c9,6899070c0ee5b7265a8cfa43,0,0,0.0,0,0.0,0.0,0,6,0,0,0,0.0,,,foodie,Agra,,1500
689a1b489917c7d48bc33b36,689903890ee5b7265a8cf8ea,0,0,0.0,0,0.0,0.0,0,10,2,0,0,0.0,,,Luxury,Machu Picchu,,2500
689a20c49917c7d48bc33bca,6898f8cda24cb89d8c682234,0,0,0.0,0,0.0,0.0,0,17,8,0,0,0.0,,,Culture,Istanbul,,1500
689a4e649917c7d48bc33c19,6898b8eaf412f908a00ad1ef,0,0,0.0,0,0.0,0.0,0,28,5,0,0,0.0,,,Luxury,Nikko,,2500
6899f5622b57feba9b99151d,6898f87aa24cb89d8c682219,0,0,0.0,0,0.0,0.0,0,28,17,0,0,0.0,,,Adventure,Hong Kong,,2500
6899fe0f2b57feba9b9915c9,6898f2a1a24cb89d8c681fdc,0,0,0.0,0,0.0,0.0,0,23,17,0,0,0.0,,,foodie,Zurich,,3000
689a02752b57feba9b99161c,689908480ee5b7265a8cfac4,0,0,0.0,0,0.0,0.0,0,34,10,0,0,0.0,,,Culture,Porto,,2500
689a17919917c7d48bc33add,689905cd0ee5b7265a8cf9cc,0,0,0.0,0,0.0,0.0,0,42,20,0,0,0.0,,,Culture,St. Petersburg,,3000
689a09012b57feba9b9916ae,6898b2a713a6d0ace3013f53,0,0,0.0,0,0.0,0.0,0,3,0,0,0,0.0,,,foodie,Yosemite,,1200
689a14e29917c7d48bc33a9e,6898f974a24cb89d8c682278,0,0,0.0,0,0.0,0.0,0,52,25,0,0,0.0,,,Adventure,Marseille,,1200
6899ed9c8c9448fa9b2d05b0,689905cd0ee5b7265a8cf9c9,0,0,0.0,0,0.0,0.0,0,46,14,0,0,0.0,,,budget,Amalfi Coast,,3000
689a17919917c7d48bc33add,6898bb09f412f908a00ad23c,0,0,0.0,0,0.0,0.0,0,15,7,0,0,0.0,,,Culture,"Bilbao, Spain",,1500
689a02752b57feba9b99161c,6898fe9ba24cb89d8c68246d,0,0,0.0,0,0.0,0.0,0,67,16,0,0,0.0,,,Culture,Oxford,,1200
689a4e649917c7d48bc33c19,6898fd98a24cb89d8c68240d,0,0,0.0,0,0.0,0.0,0,35,20,0,0,0.0,,,Luxury,Madrid,,1200
6899ed9c8c9448fa9b2d05b0,6898fb08a24cb89d8c682316,0,0,0.0,0,0.0,0.0,0,33,12,0,0,0.0,,,budget,Toledo,,2000
6899ed9c8c9448fa9b2d05b0,6898bcaff412f908a00ad27a,0,0,0.0,0,0.0,0.0,0,44,10,0,0,0.0,,,budget,Krabi,,1200
689a17919917c7d48bc33add,6898f5efa24cb89d8c682116,0,0,0.0,0,0.0,0.0,0,19,5,0,0,0.0,,,Culture,Milan,,1500
689a1b489917c7d48bc33b36,6898bbdaf412f908a00ad25b,0,0,0.0,0,0.0,0.0,0,9,2,0,0,0.0,,,Luxury,Macau,,1500
689a05f72b57feba9b99166f,6898f34ea24cb89d8c682023,0,0,0.0,0,0.0,0.0,0,28,7,0,0,0.0,,,Culture,Gold Coast,,1500
689a1e839917c7d48bc33b89,6898f1b0a24cb89d8c681f81,0,0,0.0,0,0.0,0.0,0,44,21,0,0,0.0,,,Adventure,Krabi,,1200
6899fe0f2b57feba9b9915c9,689900e5a24cb89d8c68254c,0,0,0.0,0,0.0,0.0,0,42,25,0,0,0.0,,,foodie,Bilbao,,800
689a05f72b57feba9b99166f,6898f2faa24cb89d8c681ffe,0,0,0.0,0,0.0,0.0,0,36,30,0,0,0.0,,,Culture,Verona,,1500
689a17919917c7d48bc33add,6898fc50a24cb89d8c68238f,0,0,0.0,0,0.0,0.0,0,24,12,0,0,0.0,,,Culture,Seville,,800
689a4e649917c7d48bc33c19,6898b946f412f908a00ad1fb,0,0,0.0,0,0.0,0.0,0,44,19,0,0,0.0,,,Luxury,Bali,,800
6899fa2f2b57feba9b991576,6898bea1f412f908a00ad2c1,0,0,0.0,0,0.0,0.0,0,46,15,0,0,0.0,,,foodie,Helsinki,,1200
689a05f72b57feba9b99166f,6898f4f5a24cb89d8c6820c1,0,0,0.0,0,0.0,0.0,0,43,28,0,0,0.0,,,Culture,Verona,,1500
6899f5622b57feba9b99151d,689900e5a24cb89d8c68254d,0,0,0.0,0,0.0,0.0,0,58,29,0,0,0.0,,,Adventure,Playa del Carmen,,900
689a05f72b57feba9b99166f,6898ff9aa24cb89d8c6824cf,0,0,0.0,0,0.0,0.0,0,39,19,0,0,0.0,,,Culture,Hanoi,,3000
689a09012b57feba9b9916ae,6898fcf0a24cb89d8c6823d6,0,0,0.0,0,0.0,0.0,0,46,12,0,0,0.0,,,foodie,Phuket,,3500
689a02752b57feba9b99161c,6898bc7bf412f908a00ad274,0,0,0.0,0,0.0,0.0,0,16,8,0,0,0.0,,,Culture,Marseille,,1500
689a14e29917c7d48bc33a9e,6898b935f412f908a00ad1f7,0,0,0.0,0,0.0,0.0,0,18,8,0,0,0.0,,,Adventure,Marrakech,,1800
689a14e29917c7d48bc33a9e,689904300ee5b7265a8cf927,0,0,0.0,0,0.0,0.0,0,53,14,0,0,0.0,,,Adventure,Milan,,750
689a14e29917c7d48bc33a9e,6898fa17a24cb89d8c6822b6,0,0,0.0,0,0.0,0.0,0,31,6,0,0,0.0,,,Adventure,Vienna,,750
689a1b489917c7d48bc33b36,689904300ee5b7265a8cf92a,0,0,0.0,0,0.0,0.0,0,33,14,0,0,0.0,,,Luxury,Canterbury,,800
689a1e839917c7d48bc33b89,6898fc50a24cb89d8c682397,0,0,0.0,0,0.0,0.0,0,13,5,0,0,0.0,,,Adventure,Barcelona,,800
6899f5622b57feba9b99151d,689909910ee5b7265a8cfb40,0,0,0.0,0,0.0,0.0,0,26,10,0,0,0.0,,,Adventure,Queenstown,,1800
6899f5622b57feba9b99151d,6898b2d013a6d0ace3013f5a,0,0,0.0,0,0.0,0.0,0,8,3,0,0,0.0,,,Adventure,Singapore,,800
689a20c49917c7d48bc33bca,689909e40ee5b7265a8cfb63,1,0,0.0,0,0.0,0.0,0,73,31,0,0,0.0,,,Culture,Barcelona,,1200
689a1b489917c7d48bc33b36,6898b48313a6d0ace3013f98,0,0,0.0,0,0.0,0.0,0,14,6,0,0,0.0,,,Luxury,Provence,,800
689a05f72b57feba9b99166f,6898c0aff412f908a00ad30f,0,0,0.0,0,0.0,0.0,0,22,7,0,0,0.0,,,Culture,Seychelles,,1500
689a17919917c7d48bc33add,6899013aa24cb89d8c68256b,0,0,0.0,0,0.0,0.0,0,10,4,0,0,0.0,,,Culture,Cinque Terre,,1200
689a17919917c7d48bc33add,6898bdf0f412f908a00ad2a8,0,0,0.0,0,0.0,0.0,0,9,3,0,0,0.0,,,Culture,Pattaya,,1500
6899fa2f2b57feba9b991576,6898b20b13a6d0ace3013f3e,0,0,0.0,0,0.0,0.0,0,8,3,0,0,0.0,,,foodie,Phuket,,1500
689a09012b57feba9b9916ae,6898f254a24cb89d8c681fbc,0,0,0.0,0,0.0,0.0,0,44,20,0,0,0.0,,,foodie,Pattaya,,1500
689a4e649917c7d48bc33c19,689906bb0ee5b7265a8cfa25,0,0,0.0,0,0.0,0.0,0,12,4,0,0,0.0,,,Luxury,Loire Valley,,3000
689a1e839917c7d48bc33b89,6898ffeea24cb89d8c6824eb,0,0,0.0,0,0.0,0.0,0,7,1,0,0,0.0,,,Adventure,Canterbury,,700
689a4e649917c7d48bc33c19,6898f205a24cb89d8c681f9d,0,0,0.0,0,0.0,0.0,0,22,15,0,0,0.0,,,Luxury,Nikko,,1500
6899fa2f2b57feba9b991576,6898f2faa24cb89d8c682003,0,0,0.0,0,0.0,0.0,0,44,16,0,0,0.0,,,foodie,Phuket,,1800
6899fe0f2b57feba9b9915c9,6898b8eaf412f908a00ad1ef,0,0,0.0,0,0.0,0.0,0,28,5,0,0,0.0,,,foodie,Nikko,,2500
689a1b489917c7d48bc33b36,6898b38113a6d0ace3013f73,0,0,0.0,0,0.0,0.0,0,3,0,0,0,0.0,,,Luxury,Orlando,,1500
689a4e649917c7d48bc33c19,6898bb29f412f908a00ad240,0,0,0.0,0,0.0,0.0,0,7,1,0,0,0.0,,,Luxury,Cancun,,2000
6899f5622b57feba9b99151d,689906bb0ee5b7265a8cfa28,0,0,0.0,0,0.0,0.0,0,14,4,0,0,0.0,,,Adventure,Cairo,,3500
689a02752b57feba9b99161c,689903d90ee5b7265a8cf90c,0,0,0.0,0,0.0,0.0,0,53,27,0,0,0.0,,,Culture,Montreal,,2000
689a20c49917c7d48bc33bca,689a09012b57feba9b9916b3,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,,,Culture,Berlin,,200
6899fa2f2b57feba9b991576,689909e40ee5b7265a8cfb5f,0,0,0.0,0,0.0,0.0,0,28,16,0,0,0.0,,,foodie,Seville,,1200
689a20c49917c7d48bc33bca,6898fc50a24cb89d8c682396,0,0,0.0,0,0.0,0.0,0,13,7,0,0,0.0,,,Culture,Mallorca,,800
689a4e649917c7d48bc33c19,689907a50ee5b7265a8cfa85,0,0,0.0,0,0.0,0.0,0,11,5,0,0,0.0,,,Luxury,Madrid,,1500
689a20c49917c7d48bc33bca,6898f734a24cb89d8c682195,0,0,0.0,0,0.0,0.0,0,58,15,0,0,0.0,,,Culture,Macau,,2000
689a05f72b57feba9b99166f,6899cdd7d1805c33dcb42a9c,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,,,Culture,london,,50
689a02752b57feba9b99161c,6898feeda24cb89d8c682493,0,0,0.0,0,0.0,0.0,0,40,25,0,0,0.0,,,Culture,Seoul,,1500
6899fa2f2b57feba9b991576,6898b2af13a6d0ace3013f56,0,0,0.0,0,0.0,0.0,0,9,3,0,0,0.0,,,foodie,Sapa,,800
6899f5622b57feba9b99151d,6898b21c13a6d0ace3013f40,0,0,0.0,0,0.0,0.0,0,7,1,0,0,0.0,,,Adventure,Mykonos,,1800
6899fe0f2b57feba9b9915c9,6898fa65a24cb89d8c6822d8,0,0,0.0,0,0.0,0.0,0,6,0,0,0,0.0,,,foodie,Zermatt,,3000
689a1b489917c7d48bc33b36,68990096a24cb89d8c682531,0,0,0.0,0,0.0,0.0,0,23,11,0,0,0.0,,,Luxury,Bordeaux,,2000
6899f5622b57feba9b99151d,6898f6e8a24cb89d8c682178,0,0,0.0,0,0.0,0.0,0,9,4,0,0,0.0,,,Adventure,Delphi,,800
689a1b489917c7d48bc33b36,6898fa17a24cb89d8c6822ba,0,0,0.0,0,0.0,0.0,0,12,6,0,0,0.0,,,Luxury,Milan,,800
6899f5622b57feba9b99151d,689903d90ee5b7265a8cf90e,0,0,0.0,0,0.0,0.0,0,20,4,0,0,0.0,,,Adventure,Paris,,2000
689a20c49917c7d48bc33bca,6898bed3f412f908a00ad2c9,0,0,0.0,0,0.0,0.0,0,22,15,0,0,0.0,,,Culture,Hallstatt,,1500
6899fe0f2b57feba9b9915c9,6898f7d6a24cb89d8c6821d7,0,0,0.0,0,0.0,0.0,0,14,7,0,0,0.0,,,foodie,Jerusalem,,2500
689a14e29917c7d48bc33a9e,6898f546a24cb89d8c6820e0,0,0,0.0,0,0.0,0.0,0,35,16,0,0,0.0,,,Adventure,Geneva,,2000
689a1e839917c7d48bc33b89,6898ff9aa24cb89d8c6824cd,0,0,0.0,0,0.0,0.0,0,14,8,0,0,0.0,,,Adventure,Hallstatt,,3500
689a02752b57feba9b99161c,68990096a24cb89d8c68252a,0,0,0.0,0,0.0,0.0,0,34,14,0,0,0.0,,,Culture,Goa,,1200
6899fa2f2b57feba9b991576,6898bf0ef412f908a00ad2d0,0,0,0.0,0,0.0,0.0,0,15,8,0,0,0.0,,,foodie,Rio de Janeiro,,1500
689a05f72b57feba9b99166f,689903300ee5b7265a8cf8cf,0,0,0.0,0,0.0,0.0,0,8,3,0,0,0.0,,,Culture,Rajasthan,,1000
6899fe0f2b57feba9b9915c9,6898c1f0f412f908a00ad33c,0,0,0.0,0,0.0,0.0,0,12,5,0,0,0.0,,,foodie,Krabi,,2000
6899ed9c8c9448fa9b2d05b0,6898b2d913a6d0ace3013f5b,0,0,0.0,0,0.0,0.0,0,3,2,0,0,0.0,,,budget,Copenhagen,,800
6899ed9c8c9448fa9b2d05b0,6898fabaa24cb89d8c6822f0,0,0,0.0,0,0.0,0.0,0,26,9,0,0,0.0,,,budget,Rajasthan,,1200
689a02752b57feba9b99161c,6898fd98a24cb89d8c682410,0,0,0.0,0,0.0,0.0,0,19,8,0,0,0.0,,,Culture,Istanbul,,1800
689a14e29917c7d48bc33a9e,6898fa65a24cb89d8c6822d2,0,0,0.0,0,0.0,0.0,0,52,17,0,0,0.0,,,Adventure,Milan,,3000
689a1e839917c7d48bc33b89,6898fcf0a24cb89d8c6823d0,0,0,0.0,0,0.0,0.0,0,48,19,0,0,0.0,,,Adventure,Edinburgh,,3000
689a20c49917c7d48bc33bca,6898f3fba24cb89d8c68205e,0,0,0.0,0,0.0,0.0,0,37,16,0,0,0.0,,,Culture,Kerala,,1200
689a20c49917c7d48bc33bca,6898b8fcf412f908a00ad1f1,0,0,0.0,0,0.0,0.0,0,15,3,0,0,0.0,,,Culture,Corfu,,1500
689a02752b57feba9b99161c,6898b46113a6d0ace3013f94,0,0,0.0,0,0.0,0.0,0,12,8,0,0,0.0,,,Culture,Barcelona,,700
689a20c49917c7d48bc33bca,6898bec2f412f908a00ad2c7,0,0,0.0,0,0.0,0.0,0,24,7,0,0,0.0,,,Culture,Interlaken,,1500
689a17919917c7d48bc33add,6898f87aa24cb89d8c682217,0,0,0.0,0,0.0,0.0,0,4,0,0,0,0.0,,,Culture,Sintra,,1500
6899fe0f2b57feba9b9915c9,6898bf04f412f908a00ad2cf,0,0,0.0,0,0.0,0.0,0,35,7,0,0,0.0,,,foodie,Azores,,1200
689a1e839917c7d48bc33b89,689903300ee5b7265a8cf8ca,0,0,0.0,0,0.0,0.0,0,25,6,0,0,0.0,,,Adventure,Tulum,,2585
6899fa2f2b57feba9b991576,6898bfb9f412f908a00ad2eb,0,0,0.0,0,0.0,0.0,0,19,8,0,0,0.0,,,foodie,Abu Dhabi,,3000
6899fe0f2b57feba9b9915c9,689906bb0ee5b7265a8cfa25,0,0,0.0,0,0.0,0.0,0,12,4,0,0,0.0,,,foodie,Loire Valley,,3000
6899fa2f2b57feba9b991576,6898b25713a6d0ace3013f47,0,0,0.0,0,0.0,0.0,0,6,0,0,0,0.0,,,foodie,Marrakech,,1200
689a17919917c7d48bc33add,6898bbb9f412f908a00ad255,0,0,0.0,0,0.0,0.0,0,23,7,0,0,0.0,,,Culture,Lake Como,,1500
689a02752b57feba9b99161c,6898fd98a24cb89d8c682413,0,0,0.0,0,0.0,0.0,0,29,7,0,0,0.0,,,Culture,Florence,,1500
6899fe0f2b57feba9b9915c9,6898f205a24cb89d8c681f9d,0,0,0.0,0,0.0,0.0,0,22,15,0,0,0.0,,,foodie,Nikko,,1500
689a02752b57feba9b99161c,6898b35e13a6d0ace3013f6f,0,0,0.0,0,0.0,0.0,0,9,2,0,0,0.0,,,Culture,Tromso,,1500
689a4e649917c7d48bc33c19,6898b01513a6d0ace3013ef6,0,0,0.0,0,0.0,0.0,0,4,1,0,0,0.0,,,Luxury,Amsterdam,,900
6899fe0f2b57feba9b9915c9,6898bb29f412f908a00ad240,0,0,0.0,0,0.0,0.0,0,7,1,0,0,0.0,,,foodie,Cancun,,2000
689a05f72b57feba9b99166f,6898f599a24cb89d8c6820ff,0,0,0.0,0,0.0,0.0,0,42,15,0,0,0.0,,,Culture,Zurich,,1500
689a1b489917c7d48bc33b36,6898b873f412f908a00ad1dd,0,0,0.0,0,0.0,0.0,0,25,22,0,0,0.0,,,Luxury,Tromsø,,2500
689a4e649917c7d48bc33c19,689905cd0ee5b7265a8cf9c8,0,0,0.0,0,0.0,0.0,0,18,13,0,0,0.0,,,Luxury,Tromso,,3000
689a4e649917c7d48bc33c19,6898f2faa24cb89d8c682002,0,0,0.0,0,0.0,0.0,0,8,3,0,0,0.0,,,Luxury,Athens,,1800
689a1e839917c7d48bc33b89,68990a370ee5b7265a8cfb7f,0,0,0.0,0,0.0,0.0,0,31,21,0,0,0.0,,,Adventure,Oslo,,1800
6899fe0f2b57feba9b9915c9,6898f2faa24cb89d8c681ffc,0,0,0.0,0,0.0,0.0,0,37,8,0,0,0.0,,,foodie,Mallorca,,1200
689a05f72b57feba9b99166f,689904860ee5b7265a8cf94f,0,0,0.0,0,0.0,0.0,0,17,6,0,0,0.0,,,Culture,Kashmir,,2500
689a14e29917c7d48bc33a9e,6898ff46a24cb89d8c6824b0,0,0,0.0,0,0.0,0.0,0,51,36,0,0,0.0,,,Adventure,Valencia,,1200
6899f5622b57feba9b99151d,6899061c0ee5b7265a8cf9e2,0,0,0.0,0,0.0,0.0,0,4,2,0,0,0.0,,,Adventure,Maui,,800
689a1e839917c7d48bc33b89,6898b12413a6d0ace3013f1c,0,0,0.0,0,0.0,0.0,0,14,6,0,0,0.0,,,Adventure,Valencia,,2500
6899ed9c8c9448fa9b2d05b0,6898f87aa24cb89d8c68221b,0,0,0.0,0,0.0,0.0,0,12,8,0,0,0.0,,,budget,Hanoi,,1200
689a05f72b57feba9b99166f,6898b38913a6d0ace3013f74,0,0,0.0,0,0.0,0.0,0,9,1,0,0,0.0,,,Culture,Kerala,,1500
689a09012b57feba9b9916ae,6898bb41f412f908a00ad245,0,0,0.0,0,0.0,0.0,0,11,5,0,0,0.0,,,foodie,Phuket,,1200
689a09012b57feba9b9916ae,689905cd0ee5b7265a8cf9c9,0,0,0.0,0,0.0,0.0,0,46,14,0,0,0.0,,,foodie,Amalfi Coast,,3000
689a14e29917c7d48bc33a9e,6898fb08a24cb89d8c682310,0,0,0.0,0,0.0,0.0,0,56,22,0,0,0.0,,,Adventure,Marseille,,1500
689a1e839917c7d48bc33b89,689a14e29917c7d48bc33aa2,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,,,Adventure,Maldives,,3000
689a14e29917c7d48bc33a9e,6898b15d13a6d0ace3013f23,0,0,0.0,0,0.0,0.0,0,9,4,0,0,0.0,,,Adventure,Helsinki,,1500
689a17919917c7d48bc33add,6898ffeea24cb89d8c6824e9,0,0,0.0,0,0.0,0.0,0,8,1,0,0,0.0,,,Culture,Grand Canyon,,800
689a1e839917c7d48bc33b89,6898bf3ff412f908a00ad2d8,0,0,0.0,0,0.0,0.0,0,24,12,0,0,0.0,,,Adventure,Hampi,,700
689a14e29917c7d48bc33a9e,6898bf91f412f908a00ad2e4,0,0,0.0,0,0.0,0.0,0,6,2,0,0,0.0,,,Adventure,Warsaw,,800
689a05f72b57feba9b99166f,689904300ee5b7265a8cf928,0,0,0.0,0,0.0,0.0,0,34,29,0,0,0.0,,,Culture,St. Petersburg,,1200
689a4e649917c7d48bc33c19,689a05f72b57feba9b991674,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,,,Luxury,Singapore,,400
689a05f72b57feba9b99166f,6898fbaaa24cb89d8c682353,0,0,0.0,0,0.0,0.0,0,51,14,0,0,0.0,,,Culture,Hoi An,,1500
689a14e29917c7d48bc33a9e,6898f647a24cb89d8c68213e,0,0,0.0,0,0.0,0.0,0,21,13,0,0,0.0,,,Adventure,Gold Coast,,1800
689a1b489917c7d48bc33b36,6898f829a24cb89d8c6821f6,0,0,0.0,0,0.0,0.0,0,43,12,0,0,0.0,,,Luxury,Edinburgh,,1500
6899f5622b57feba9b99151d,6898f15ca24cb89d8c681f60,0,0,0.0,0,0.0,0.0,0,24,6,0,0,0.0,,,Adventure,Orlando,,1500
689a17919917c7d48bc33add,6898fb59a24cb89d8c682335,0,0,0.0,0,0.0,0.0,0,45,21,0,0,0.0,,,Culture,Mallorca,,2000
689a17919917c7d48bc33add,6898bb38f412f908a00ad244,0,0,0.0,0,0.0,0.0,0,5,1,0,0,0.0,,,Culture,Langkawi,,1500
689a1e839917c7d48bc33b89,6898ff9aa24cb89d8c6824ce,0,0,0.0,0,0.0,0.0,0,16,7,0,0,0.0,,,Adventure,Helsinki,,3500
689a17919917c7d48bc33add,68990096a24cb89d8c682530,0,0,0.0,0,0.0,0.0,0,31,15,0,0,0.0,,,Culture,Nice,,1500
689a20c49917c7d48bc33bca,689903d90ee5b7265a8cf90a,0,0,0.0,0,0.0,0.0,0,7,3,0,0,0.0,,,Culture,Nice,,2500
6899fe0f2b57feba9b9915c9,6898f734a24cb89d8c682194,1,0,0.0,0,0.0,0.0,0,62,18,0,0,0.0,,,foodie,Krakow,,1500
689a1e839917c7d48bc33b89,6898fd43a24cb89d8c6823f0,0,0,0.0,0,0.0,0.0,0,45,16,0,0,0.0,,,Adventure,Moscow,,1500
689a14e29917c7d48bc33a9e,689905cd0ee5b7265a8cf9ca,0,0,0.0,0,0.0,0.0,0,26,8,0,0,0.0,,,Adventure,Tokyo,,3000
6899fe0f2b57feba9b9915c9,6898fabaa24cb89d8c6822f5,1,0,0.0,0,0.0,0.0,0,67,23,0,0,0.0,,,foodie,Siena,,1500
6899fa2f2b57feba9b991576,6898bef4f412f908a00ad2cd,0,0,0.0,0,0.0,0.0,0,48,11,0,0,0.0,,,foodie,Savannah,,1500
6899fa2f2b57feba9b991576,6899066f0ee5b7265a8cfa01,0,0,0.0,0,0.0,0.0,0,17,7,0,0,0.0,,,foodie,Kashmir,,900
689a05f72b57feba9b99166f,6898b25e13a6d0ace3013f4a,0,0,0.0,0,0.0,0.0,0,7,4,0,0,0.0,,,Culture,Koh Samui,,1200
689a1b489917c7d48bc33b36,6898b1e013a6d0ace3013f37,0,0,0.0,0,0.0,0.0,0,4,3,0,0,0.0,,,Luxury,Oxford,,1500
689a09012b57feba9b9916ae,6898f974a24cb89d8c682278,0,0,0.0,0,0.0,0.0,0,52,25,0,0,0.0,,,foodie,Marseille,,1200
689a20c49917c7d48bc33bca,6898f254a24cb89d8c681fc0,0,0,0.0,0,0.0,0.0,0,36,13,0,0,0.0,,,Culture,Prague,,1800
689a4e649917c7d48bc33c19,6898b2e113a6d0ace3013f5c,0,0,0.0,0,0.0,0.0,0,2,1,0,0,0.0,,,Luxury,Cairns,,800
689a1b489917c7d48bc33b36,6898f4f5a24cb89d8c6820bc,0,0,0.0,0,0.0,0.0,0,43,10,0,0,0.0,,,Luxury,Machu Picchu,,2000
689a4e649917c7d48bc33c19,68990043a24cb89d8c68250f,0,0,0.0,0,0.0,0.0,0,45,19,0,0,0.0,,,Luxury,Tromso,,2000
6899ed9c8c9448fa9b2d05b0,6898fe48a24cb89d8c68244d,0,0,0.0,0,0.0,0.0,0,26,14,0,0,0.0,,,budget,Oxford,,1200
689a17919917c7d48bc33add,6898ffeea24cb89d8c6824ee,0,0,0.0,0,0.0,0.0,0,29,35,0,0,0.0,,,Culture,Hoi An,,700
6899fa2f2b57feba9b991576,6898b22513a6d0ace3013f41,0,0,0.0,0,0.0,0.0,0,10,3,0,0,0.0,,,foodie,Agra,,2000
6899fa2f2b57feba9b991576,6898bb11f412f908a00ad23d,0,0,0.0,0,0.0,0.0,0,36,14,0,0,0.0,,,foodie,Dubai,,2500
